year,GDPperCapita,country,continent,LifeExpectancy,pop
1977,-0.084715296626944,32,1,1.0202305893504524,-0.18904965743341823
1982,0.010309035466449793,32,1,1.1029359105913452,-0.18668233705825446
1987,0.032228494005468775,32,1,1.138325734380754,-0.18243632903848653
1992,-0.1646428498939843,32,1,1.1569111998281454,-0.17788120006380917
1997,-0.18096560004220247,32,1,1.2914235060036419,-0.17543368312560104
2002,-0.08875893492607866,32,1,1.369405021443323,-0.17313462075803843
2007,0.17583489752039216,32,1,1.4557499963343297,-0.1713444216486886
1952,-0.03441927124567837,33,3,0.5727080692651348,-0.19293939332902824
1957,0.10563806604363177,33,3,0.7399772582916594,-0.18927796935006322
1962,0.29646575321034985,33,3,0.8073495705384545,-0.1882742261140463
1967,0.4245869017670292,33,3,0.8445205014332369,-0.18624997666637436
1972,0.5980100094404677,33,3,0.8375509518904659,-0.18599510217057041
1977,0.7696774134535062,33,3,0.8700755164234003,-0.1831705831776794
1982,0.8282358708643395,33,3,0.8894353762644333,-0.18183454857804363
1987,0.9229346389086533,33,3,0.9374478286701954,-0.1817601752409376
1992,0.7186209162979421,33,3,1.000948168948784,-0.18172149507511723
1997,0.8963551553450538,33,3,1.1256256663250364,-0.18186278839703598
2002,1.053408916987549,33,3,1.241784825371234,-0.1822812691581601
2007,1.5848479057584433,33,3,1.3173657181906266,-0.182540873847202
1952,0.2513615771168014,34,3,0.8754962771788901,-0.2380852527482127
1957,0.39416590994987216,34,3,0.955258899723946,-0.23663575004704004
1962,0.6461968213741115,34,3,0.9970761969805766,-0.23513690068852236
1967,0.8850605880472618,34,3,1.044314254992697,-0.23332867596231155
1972,1.1822829381981914,34,3,1.0838083690684046,-0.23188892575118128
1977,1.3402498109763277,34,3,1.1782844850926453,-0.2309765920860836
1982,1.4686308615038024,34,3,1.1736381187307974,-0.2306996496369663
1987,1.8165038003454708,34,3,1.1868028234227,-0.23061282891884963
1992,1.9474648803907493,34,3,1.2278457262856899,-0.23019475333364034
1997,2.2922398113235243,34,3,1.2882484889897128,-0.2291368672881706
2002,2.531941430584584,34,3,1.3711086891093345,-0.22827911929922332
2007,2.8477260167922376,34,3,1.4603189232568132,-0.22739878510869957
1952,-0.46128866582768235,35,0,-1.9098454778702048,-0.27832818207199006
1957,-0.4414562666306784,35,0,-1.7150078484300486,-0.2782461857740683
1962,-0.42562398588745676,35,0,-1.531863574333877,-0.27807613438489404
1967,-0.4257192463395398,35,0,-1.3474802692078791,-0.2777207197260442
1972,-0.3573081022007716,35,0,-1.1699890741852887,-0.2772379856029885
1977,-0.4194571201231733,35,0,-1.003261961234313,-0.27676830191346785
1982,-0.43998496922731456,35,0,-0.8256933267723587,-0.27603995580447455
1987,-0.43992058270043616,35,0,-0.7305976952332047,-0.27599252195435525
1992,-0.49095749258196253,35,0,-0.6094824120677025,-0.27530343079561964
1997,-0.5398829774512411,35,0,-0.48921896273520593,-0.2749853959705845
2002,-0.5385390431962054,35,0,-0.47249204383255333,-0.2747073510660711
2007,-0.5208598499666742,35,0,-0.36268291881421444,-0.27424603473032594
1952,-0.590346901015601,36,1,-1.049028669898515,-0.25544802065797484
1957,-0.5754618292209087,36,1,-0.7470148563784004,-0.2513789237498458
1962,-0.5635146348237333,36,1,-0.46583225204723755,-0.24638255820394536
1967,-0.5643684887321728,36,1,-0.21090161766051593,-0.24076934530718871
1972,-0.5099620611487329,36,1,0.012123967708183999,-0.23490670423273874
1977,-0.4600243351132275,36,1,0.17916083841661612,-0.2289565451606908
1982,-0.4418496570349243,36,1,0.3293159113436678,-0.2226852794648118
1987,-0.43791748934569685,36,1,0.5088979712290903,-0.21621237750379507
1992,-0.4232672142955885,36,1,0.6956044595360112,-0.2096552743340644
1997,-0.36543744063941247,36,1,0.811763618582209,-0.20361366800031444
2002,-0.269065130985829,36,1,0.8806847196162864,-0.19741386402857225
2007,-0.12075142139867592,36,1,0.9881706614537018,-0.1911072538011482
1952,-0.374772261512973,37,1,-0.8609282716830385,-0.2454843962731702
1957,-0.3485472560191346,37,1,-0.628687393030007,-0.24068228902167974
1962,-0.3175395423170104,37,1,-0.3743762741581981,-0.23480891549683525
1967,-0.2675159945039253,37,1,-0.21655469673409758,-0.22773513765416217
1972,-0.19628801721492817,37,1,-0.05253796416086617,-0.21957294423197357
1977,-0.05436099940482277,37,1,0.14214478640056155,-0.2103366765731144
1982,-0.00015584804917699807,37,1,0.37694116655260906,-0.20009435711779347
1987,-0.07443761707444767,37,1,0.6006637068755857,-0.18898209670529836
1992,-0.011327189368954023,37,1,0.7851244514409481,-0.1776443700302576
1997,0.021728901082019792,37,1,0.9941334982847398,-0.16668177029345674
2002,-0.14635684641771193,37,1,1.1382482949413895,-0.15717035992035763
2007,-0.03471131102336214,37,1,1.2018260746593417,-0.14930762918999296
1952,-0.5882052219941027,38,0,-1.3614968077327867,-0.06951973788051687
1957,-0.5841367683852539,38,0,-1.1639487979148864,-0.04326403707486677
1962,-0.5603487411963035,38,0,-0.9666331064150787,-0.013454698506285568
1967,-0.5480148719650112,38,0,-0.7884449564382112,0.019598977839099155
1972,-0.526793489832497,38,0,-0.645646630250752,0.0490564823731939
1977,-0.44952110976033205,38,0,-0.47667377355821605,0.08652532297142995
1982,-0.3766374972901606,38,0,-0.26859399998679395,0.15152258788258963
1987,-0.33790101294035335,38,0,0.02497891464262964,0.21858627822734375
1992,-0.3471054319713246,38,0,0.325211621057369,0.28080561937581505
1997,-0.30870427171911063,38,0,0.5995795547244881,0.34424008309278764
2002,-0.2497039187532305,38,0,0.8000702632382254,0.4118787180606506
2007,-0.16582635915473384,38,0,0.9187074843440751,0.4773851477562852
1952,-0.42285231141752144,39,1,-1.1006033365150265,-0.2596739206451336
1957,-0.3849794632478775,39,1,-0.8444336710984784,-0.25672518225491986
1962,-0.34892708255271404,39,1,-0.5550424861947175,-0.2530325974212976
1967,-0.28988926987910985,39,1,-0.28028735533077814,-0.2484603285631544
1972,-0.27348563668134657,39,1,-0.09814979394633971,-0.24320269051107438
1977,-0.21070492795351942,39,1,-0.21516078682554315,-0.23856971122458023
1982,-0.3162984828557701,39,1,-0.2222852152470432,-0.23675784933783187
1987,-0.31202656053196054,39,1,0.28494311258802074,-0.233296695333129
1992,-0.2811992530274013,39,1,0.5671324296309171,-0.22922180346714863
1997,-0.20909114516656688,39,1,0.7790841751705456,-0.2244276301254318
2002,-0.18912646520017656,39,1,0.8719340629681396,-0.21905441328797962
2007,-0.15089190332692304,39,1,0.9605247816007068,-0.21353264765292498
1952,-0.6940627280477543,40,0,-1.935400492860368,-0.2768788301339485
1957,-0.688942938180192,40,0,-1.8191638943748063,-0.2767284627560772
1962,-0.6730370492619842,40,0,-1.7028498564498802,-0.27657489166167026
1967,-0.6392705518611452,40,0,-1.5865358185249538,-0.2764745964887124
1972,-0.6639478285866304,40,0,-1.4681309157371965,-0.27630744728981166
1977,-0.6349100524976853,40,0,-1.3513522411760854,-0.27710769798963936
1982,-0.6380295691968265,40,0,-1.2245064394976377,-0.27623319644774963
1987,-0.6340647584321697,40,0,-1.0694726818906455,-0.275707777513204
1992,-0.6173051881347588,40,0,-0.9238090964467135,-0.2752687364300775
1997,-0.4465796118060428,40,0,-0.8696014888918215,-0.2747775030355066
2002,0.04953734473562791,40,0,-0.784185787273184,-0.27425307348400874
2007,0.5011651286919151,40,0,-0.6114183980518056,-0.2737294165935577
1952,-0.6988019105250887,41,0,-1.8234230635398336,-0.26536621822684286
1957,-0.697257313281102,41,0,-1.6593288915272382,-0.2643876618564137
1962,-0.6935195562276467,41,0,-1.4958542350295554,-0.2632191816315935
1967,-0.6846100654234801,41,0,-1.3385747336810039,-0.26177090388086094
1972,-0.6799899473692015,41,0,-1.187335508602854,-0.25762616157170726
1977,-0.6808596360255664,41,0,-1.1569018089327507,-0.25524735493049355
1982,-0.6789192106433384,41,0,-1.2068502473226155,-0.2540727687988642
1987,-0.6792989044465089,41,0,-1.0083729642323453,-0.25144702157162013
1992,-0.6730353709732333,41,0,-0.7343922277620472,-0.24435662209374437
1997,-0.6394862096012491,41,0,-0.4721048466357325,-0.24068291091959548
2002,-0.6545168921849033,41,0,-0.3279126105397188,-0.2373232864609863
2007,-0.6670979162852755,41,0,-0.11108218032014987,-0.2326899585347515
1952,-0.6954323316839769,42,0,-1.9666860263634771,-0.08235691696659968
1957,-0.6937318112390333,42,0,-1.7661953178497398,-0.06393862810798677
1962,-0.6896167369974998,42,0,-1.5035207395266048,-0.0419860274353094
1967,-0.6798078554954439,42,0,-1.3443052521939494,-0.016404115330589247
1972,-0.6747213481432182,42,0,-1.235890037084165,0.011016635838648758
1977,-0.6756788296744725,42,0,-1.158837794916854,0.04726976966125054
1982,-0.6735425232207005,42,0,-1.1273973825350165,0.08019226323719525
1987,-0.6739605461665112,42,0,-0.9904844537392313,0.1262482702560766
1992,-0.6894242323216908,42,0,-0.8815271625538975,0.21189142466927494
1997,-0.6798311180724735,42,0,-0.7800040575475207,0.2851316072366264
2002,-0.6783938009120803,42,0,-0.6775516792687742,0.3613187755727928
2007,-0.6620813509683131,42,0,-0.5054812450016731,0.4420250122272188
1952,-0.08024791325027199,43,3,0.5479274486686121,-0.24037967914949426
1957,0.03349599056342212,43,3,0.6207205216708959,-0.2381794797051442
1962,0.21883423651520495,43,3,0.7182942152697024,-0.23660171527019638
1967,0.3761008659715835,43,3,0.8019288097829647,-0.23552469172977386
1972,0.7248976723887556,43,3,0.8824658267216622,-0.23520513985073213
1977,0.8513920788809171,43,3,1.0102409016724792,-0.23426998441666566
1982,1.148486447692654,43,3,1.1674429635816668,-0.23344049509210213
1987,1.4131207060873547,43,3,1.1891260066036238,-0.232453034274243
1992,1.3630071387452958,43,3,1.2564983188504188,-0.23142303940802494
1997,1.6752265263000103,43,3,1.3672367171411268,-0.2305432705792428
2002,2.1299033063454824,43,3,1.463261621952651,-0.22999078966266645
2007,2.6375356086500163,43,3,1.5362870132730273,-0.22956280140158797
1952,-0.018825571382879637,44,3,0.6145253665217654,0.12116130549108657
1957,0.14688708284520283,44,3,0.7322333143552466,0.1386045620674596
1962,0.3394527894763322,44,3,0.8545876285505748,0.1651118959615952
1967,0.5869962329167318,44,3,0.9351246454892713,0.18815038693134237
1972,0.9023095013576115,44,3,0.9993993801615007,0.20853167771562173
1977,1.124079226144502,44,3,1.111686567239492,0.22203457967512116
1982,1.327159016653092,44,3,1.193772372965472,0.23398770260588142
1987,1.5070294907454214,44,3,1.3060595600434635,0.2452622877970824
1992,1.7746572247487225,44,3,1.3927917321312904,0.2616962134788925
1997,1.8950064355424134,44,3,1.4841702705809665,0.27346750665086206
2002,2.203112221564426,44,3,1.557737737976892,0.28573215332393354
2007,2.3597893434208643,44,3,1.64036561977842,0.2966519363315047
1952,-0.29649726728825804,45,0,-1.7401756662233916,-0.27495906895881783
1957,-0.22721751170998672,45,0,-1.5856065452525843,-0.2748252478345838
1962,-0.059248485992332074,45,0,-1.4702217806000282,-0.27462966094008107
1967,0.11603102642116696,45,0,-1.1520231242528103,-0.27431547999758443
1972,0.42484094858140886,45,0,-0.8351409383747828,-0.2738540223214039
1977,1.4744690511577068,45,0,-0.5176392369818421,-0.27226733459363467
1982,0.8014597829195009,45,0,-0.22538279282160842,-0.2718196905893403
1987,0.4717694721799523,45,0,0.05541261431273351,-0.27062750286215614
1992,0.6399909654433681,45,0,0.14648139500495272,-0.2696348972524485
1997,0.7618314287644085,45,0,0.07639870238041331,-0.26831147964234586
2002,0.5384701029990786,45,0,-0.21012722326687422,-0.26668026967742653
2007,0.6079577801539863,45,0,-0.2121406486903419,-0.2652144468673133
1952,-0.6829422399284194,46,0,-2.282484060090407,-0.2762441550428408
1957,-0.6793199527900978,46,0,-2.122571617803475,-0.2758782717690758
1962,-0.6713314123033207,46,0,-1.9807800043277493,-0.27539893923916536
1967,-0.6576187134648269,46,0,-1.8289212637346868,-0.2747810648144786
1972,-0.6554568797264977,46,0,-1.6391171978531995,-0.27405073051669404
1977,-0.6424001432955513,46,0,-1.3654462191403576,-0.2731916350822627
1982,-0.6473669435984725,46,0,-1.0759775947972328,-0.27218106039186823
1987,-0.6701128309499215,46,0,-0.7906132607404067,-0.27092894432007564
1992,-0.6646366308617189,46,0,-0.5289453951290054,-0.26926133448169365
1997,-0.6658436091724055,46,0,-0.27982271869459335,-0.2672789594936821
2002,-0.6651479486724414,46,0,-0.11100474088078591,-0.26518713047249887
2007,-0.6557955157725149,46,0,-0.0020474496954521176,-0.2630143228045288
1952,-0.0072263679074699196,47,3,0.6214949160645376,0.3726180482267098
1957,0.30163691370370205,47,3,0.7453980190471481,0.3902678597153723
1962,0.5771069295424162,47,3,0.8383253462841065,0.4158980442901285
1967,0.7641434270812528,47,3,0.8770450659661724,0.44067347729316775
1972,1.0960257338443626,47,3,0.892532953838999,0.4628039501924447
1977,1.3493846393930442,47,3,1.008692112885197,0.457561963237911
1982,1.5034870297856904,47,3,1.109363384058568,0.4592061576774955
1987,1.7681008205018984,47,3,1.1904424770728137,0.4533926559610853
1992,1.9574666768456142,47,3,1.285150911415147,0.48052498783785175
1997,2.0877191459722044,47,3,1.3834989994075952,0.4938421684652392
2002,2.315727036599765,47,3,1.4864934537618906,0.4970420970772409
2007,2.532334584550105,47,3,1.5434888811338918,0.4975162942379986
1952,-0.6397066002154828,48,0,-1.264232871891437,-0.22633514179616132
1957,-0.6262851407639235,48,0,-1.138006585727902,-0.21870005397104741
1962,-0.6114210011026792,48,0,-1.00845040367171,-0.20961695223068036
1967,-0.6179503587888487,48,0,-0.8829985119018159,-0.1989225224133065
1972,-0.6126201828007356,48,0,-0.7433752027282864,-0.19078218964512597
1977,-0.6313931893583734,48,0,-0.5977116172843543,-0.17962597235722233
1982,-0.643285284815784,48,0,-0.44376201182846026,-0.17150130010928383
1987,-0.6462307689950628,48,0,-0.29004472469065856,-0.14542151160952912
1992,-0.6383101690643705,48,0,-0.15282203813741704,-0.12553362143983005
1997,-0.6301732614407695,48,0,-0.07112342960825796,-0.105373292869555
2002,-0.6193418546722528,48,0,-0.07909969186276311,-0.0852797429436573
2007,-0.5974611927852521,48,0,0.04240278849955942,-0.0633947124217955
1952,-0.3739016646985085,49,3,0.49449423550736127,-0.20605515441327898
1957,-0.23329573334893686,49,3,0.6493731142356249,-0.20263501740292839
1962,-0.12158190166477027,49,3,0.7771481891864429,-0.19931808717850485
1967,0.13169230432773202,49,3,0.892532953838999,-0.19679084481203699
1972,0.5590814357757913,49,3,0.996301802586936,-0.1951683791087209
1977,0.7083214282665764,49,3,1.1000706513348728,-0.19121225089925695
1982,0.8171945213232509,49,3,1.2208761767429177,-0.18670819293523647
1987,0.9036628522668917,49,3,1.3316145750336268,-0.1849366319179677
1992,1.0478567796304072,49,3,1.3594927732047142,-0.18162984051411
1997,1.1702571298529028,49,3,1.4244644628312206,-0.17996256047007728
2002,1.5524716600557866,49,3,1.4544335258651397,-0.179006241661484
2007,2.062302259019269,49,3,1.5494517179649299,-0.17804110320972188
1952,-0.48577394625106046,50,1,-1.3514296806154495,-0.24927582518461358
1957,-0.46660331195205457,50,1,-1.187335508602854,-0.2446163492778303
1962,-0.45308586861694594,50,1,-0.9695758051109155,-0.23926442773264464
1967,-0.40314283539460266,50,1,-0.7324562417779439,-0.23472348933768117
1972,-0.32309086045963326,50,1,-0.44422664846464505,-0.23040028117209926
1977,-0.23698003126158926,50,1,-0.2668128928814187,-0.2251815305851449
1982,-0.24301763698952245,50,1,-0.10357055470182898,-0.21865914062634775
1987,-0.30126566821381673,50,1,0.10125676241629947,-0.20988872161986213
1992,-0.2816843948489146,50,1,0.3019023498087652,-0.19895327809204894
1997,-0.25683671768799565,50,1,0.5302712564935904,-0.18654428514365415
2002,-0.23917650165970547,50,1,0.735950407444724,-0.17359019867210645
2007,-0.2059226118479093,50,1,0.8351503292701773,-0.16045234136645528
1952,-0.680408810839459,51,0,-2.003005123425255,-0.25381880830454245
1957,-0.673704247572627,51,0,-1.929515095468694,-0.25181670219174945
1962,-0.6625310819809445,51,0,-1.8369749654285563,-0.24933592313774447
1967,-0.6602594571493167,51,0,-1.7251524149867499,-0.24640155435846275
1972,-0.6569202229049448,51,0,-1.5977645372327531,-0.24300967601249593
1977,-0.6434219428168964,51,0,-1.44908081365362,-0.23909323619729153
1982,-0.6451912256302255,51,0,-1.2842122472473834,-0.23453763608782952
1987,-0.6504352829122807,51,0,-1.0781458990994284,-0.22568251646975818
1992,-0.6515742512168123,51,0,-0.8439690344622937,-0.21305316435988345
1997,-0.6439532802496536,51,0,-0.6210208885329582,-0.2030815024156525
2002,-0.6362275366366567,51,0,-0.44902789370522106,-0.1959298271476842
2007,-0.6365247972046414,51,0,-0.26851656054743,-0.1851879917482781
1952,-0.7017538670977748,52,0,-2.088885461680077,-0.27345189936000314
1957,-0.6883651297814781,52,0,-2.012297856148951,-0.2732592806146438
1962,-0.6792075519105036,52,0,-1.9349358562241832,-0.2730074590722444
1967,-0.6595672803152061,52,0,-1.857186659102595,-0.2732574714570707
1972,-0.6489484470400241,52,0,-1.780211856374648,-0.27303062948095386
1977,-0.6545802170410197,52,0,-1.7043986452371624,-0.27190115921630326
1982,-0.6471320923309154,52,0,-1.5602064091411494,-0.2711401917348203
1987,-0.6574530562033213,52,0,-1.4116775644407444,-0.2701834394822251
1992,-0.6565271420121822,52,0,-1.2551724574858338,-0.26902054691595095
1997,-0.6513392301395716,52,0,-1.130727278427674,-0.2676752686518402
2002,-0.6737613081420049,52,0,-1.081862992188907,-0.2663678602017202
2007,-0.673403400249475,52,0,-1.0134065277910143,-0.2650526214914792
1952,-0.5454286370976411,53,1,-1.6955705491496516,-0.24875656869305127
1957,-0.55694402060952,53,1,-1.4541918166516528,-0.2458712167767653
1962,-0.5498710373235469,53,1,-1.2300820791318547,-0.24236193164246184
1967,-0.5848326497676958,53,1,-1.024635246498813,-0.23823472496999312
1972,-0.5642940112440417,53,1,-0.88532169508274,-0.23465255528450316
1977,-0.5419853594433159,53,1,-0.739658109638808,-0.2326714052469317
1982,-0.5280973122070515,53,1,-0.6205562518967733,-0.22994028401375116
1987,-0.5471893388494466,53,1,-0.45212547127978625,-0.22468426666533037
1992,-0.5844011895829292,53,1,-0.339605965883703,-0.21930881664899893
1997,-0.5960285546356087,53,1,-0.21709677280964634,-0.21377898518643096
2002,-0.6032700739818553,53,1,-0.10357055470182898,-0.20723863556964267
2007,-0.6102442835189442,53,1,0.11163364729109317,-0.19880378702487714
1952,-0.5094494351012334,54,1,-1.3600254583848683,-0.264624718034662
1957,-0.5068555624512303,54,1,-1.1468346818154134,-0.26224136965412415
1962,-0.4996843502401997,54,1,-0.8853991345221044,-0.2592282554069348
1967,-0.474608397477101,54,1,-0.6621412308353121,-0.25535998441211377
1972,-0.4754635357653456,54,1,-0.43292049031748175,-0.25098354743856127
1977,-0.40713317837554297,54,1,-0.16048854263446585,-0.25013466620626124
1982,-0.4153981093493377,54,1,0.1110915712155444,-0.24434712401648567
1987,-0.4254101320327605,54,1,0.38855708245722925,-0.23772527750464736
1992,-0.4194638600475056,54,1,0.5362340933246285,-0.23108092017279813
1997,-0.41147159153088597,54,1,0.633807786923435,-0.22363124273083831
2002,-0.41763383882491045,54,1,0.7039679189873378,-0.2160047860949793
2007,-0.37211155169436805,54,1,0.8304265234689647,-0.20840599449367542
1952,-0.4222314508248996,55,2,0.11504098262311528,-0.25889150710825304
1957,-0.3639178223653872,55,2,0.40853645781317494,-0.25313989365715545
1962,-0.2559909707865094,55,2,0.6331108319691577,-0.2477793220773235
1967,-0.10323790149427696,55,2,0.8150935144748672,-0.24384440435586482
1972,0.11168442599147516,55,2,0.9699723932031309,-0.24014222721802694
1977,0.4029417340681142,55,2,1.0938754961857413,-0.23573240563363362
1982,0.7453607448928598,55,2,1.237138459009386,-0.22931743440573837
1987,1.3012395715788925,55,2,1.295218038532485,-0.22630207755697407
1992,1.7801173214824306,55,2,1.4037106930816332,-0.22399176449075384
1997,2.1474628514324388,55,2,1.5894879081161857,-0.2177141573206733
2002,2.3333039908831625,55,2,1.7052598699655632,-0.21520246240209914
2007,3.2989444552967355,55,2,1.7604741902321888,-0.21314891779351722
1952,-0.19804566961750844,56,3,0.3527800614710001,-0.18936991601463696
1957,-0.11924904519037079,56,3,0.5370859271576336,-0.18621331295743232
1962,0.03399773697938004,56,3,0.6571170581720377,-0.18410262912216716
1967,0.21424774220909618,56,3,0.7763737947928012,-0.18259102143368094
1972,0.29969156690521903,56,3,0.796508049027476,-0.18098285938242706
1977,0.4525325871412687,56,3,0.8112215425066608,-0.1786923905133366
1982,0.5409336057713846,56,3,0.7678554564627468,-0.17804821734497023
1987,0.5856326329468282,56,3,0.7825689499419316,-0.1789225963918159
1992,0.3369304063581229,56,3,0.7508187798026379,-0.1814107157257658
1997,0.4563825229639825,56,3,0.8956305314135647,-0.18239067607785323
2002,0.7741195126005715,56,3,1.0156616624279688,-0.18391122590455222
2007,1.0952914718608782,56,3,1.0735863630723388,-0.18510983991019914
1952,0.00531341205505956,57,3,1.007917718491555,-0.2775290149821671
1957,0.20586144754204455,57,3,1.0838083690684046,-0.27736743459642094
1962,0.3181097326270875,57,3,1.1000706513348728,-0.277207785863292
1967,0.6194662737602298,57,3,1.1039426233030794,-0.27705115239278477
1972,0.8709404663589811,57,3,1.1604734140388948,-0.27695128124113305
1977,1.2623225468804495,57,3,1.2882484889897128,-0.27683304525557545
1982,1.62912171564475,57,3,1.3563951956301483,-0.27671833335820706
1987,1.9998737492136622,57,3,1.3749806610775408,-0.27661770839089994
1992,1.8193670631609864,57,3,1.4942373976983032,-0.276482624625443
1997,2.1153424446076334,57,3,1.5081764967838476,-0.2763678561919004
2002,2.4301309053328692,57,3,1.6282076277982516,-0.2762091968418192
2007,2.9392948231979577,57,3,1.7255490030789657,-0.27607821194898874
1952,-0.6767182096530473,58,2,-1.711523073658663,3.2263195819687827
1957,-0.672304391144864,58,2,-1.4888072460474193,3.5749593226152627
1962,-0.6653750971620848,58,2,-1.2289204875413933,3.9989806288069283
1967,-0.6610701406140428,58,2,-0.9510677791028882,4.48896080485063
1972,-0.6587096179370195,58,2,-0.6832821977817198,5.063745242132666
1977,-0.6496473380540443,58,2,-0.40783011196350316,5.69506585357359
1982,-0.6453461609840997,58,2,-0.22290473076195647,6.39234533486655
1987,-0.6330889808157122,58,2,-0.07135574792635037,7.1461609903184
1992,-0.6140222643401504,58,2,0.05796811581174996,7.9376674285428415
1997,-0.58414669576744,58,2,0.1773797313112414,8.757441953846728
2002,-0.5549265212360538,58,2,0.2636472667628841,9.465769988706603
2007,-0.48334130248700957,58,2,0.40450960696623955,10.184003509918853
1952,-0.6561068509695507,59,2,-1.70416632691907,0.4942278111318727
1957,-0.6450237993098232,59,2,-1.5144397004769472,0.5702878107669642
1962,-0.645999033005589,59,2,-1.3130971581302044,0.6541874932187551
1967,-0.6548130219872212,59,2,-1.0462408500814062,0.751382599293578
1972,-0.6194308156051829,59,2,-0.7954145059809827,0.8638801631740733
1977,-0.5918705690892345,59,2,-0.5244539076458857,1.0093948527633596
1982,-0.5782554600200235,59,2,-0.2567457657640819,1.165981209792095
1987,-0.5547654276174067,59,2,0.05130832402643473,1.316113020271024
1992,-0.49035018946702874,59,2,0.24831425776878593,1.4625417113425458
1997,-0.41564420766203825,59,2,0.508510774032269,1.5988127364568538
2002,-0.4405486875523535,59,2,0.7057490260927125,1.709830937113525
2007,-0.3728908133454925,59,2,0.8654291500615533,1.8274921382338654
1952,-0.4241691531433434,60,2,-1.1310370361851305,-0.11617441587026238
1957,-0.3982997487524732,60,2,-0.9519970523752578,-0.09242922272352912
1962,-0.307268590917648,60,2,-0.7859668943785587,-0.06338847459724663
1967,-0.13279081502603488,60,2,-0.5424972970177283,-0.028863717577551923
1972,0.2433889609202379,60,2,-0.32837724717590366,0.009543190067719802
1977,0.47422383197837525,60,2,-0.1372567108252265,0.05540042532095418
1982,0.03988077134730494,60,2,0.011272133875178333,0.1269382094574246
1987,-0.05808941373933632,60,2,0.2761150165005094,0.2100175991356484
1992,0.0020626089179213818,60,2,0.4853563816623941,0.2901885041796596
1997,0.10637339890173751,60,2,0.6634670921998971,0.3177971344783233
2002,0.20553272292621017,60,2,0.7725792622639582,0.351528868005787
2007,0.4455182842937788,60,2,0.8897451340218901,0.37551663903044463
1952,-0.31310992084313705,61,2,-1.0961118490319068,-0.22764711083099679
1957,-0.10005452824616741,61,2,-0.8547331165339082,-0.22004415439819652
1962,0.1143034841350852,61,2,-0.6208660096542298,-0.21070044916304406
1967,0.1741460236208571,61,2,-0.3883928126831057,-0.19864861407220238
1972,0.2395551007998502,61,2,-0.19549116922705329,-0.18411670662953272
1977,0.7583196733814507,61,2,0.07268160929093484,-0.1669541144670758
1982,0.7410354992435219,61,2,0.1985206982576491,-0.14537235340609797
1987,0.44935997621862067,61,2,0.43130365298622947,-0.12304178014108134
1992,-0.35208936830785265,61,2,-0.001040736983718549,-0.11061592056739583
1997,-0.4200173913136639,61,2,-0.051376372570404144,-0.08316008870209224
2002,-0.28662967091696384,61,2,-0.1880569830480969,-0.05276140763138309
2007,-0.2784766351280235,61,2,0.0054641759228687735,-0.019802495336584354
1952,-0.20346381907707706,62,3,0.5758056468396995,-0.2511059482556153
1957,-0.16401025869336172,62,3,0.7299101311743226,-0.25180262468438386
1962,-0.05923447298956352,62,3,0.8375509518904659,-0.2522569870707075
1967,0.044673918173097904,62,3,0.8987281089881294,-0.25159645610261777
1972,0.23496182699382856,62,3,0.914215996860956,-0.2504252150279595
1977,0.39937383108383323,62,3,0.972295576384055,-0.24809309784390532
1982,0.5482734299466228,62,3,1.0551557765036754,-0.2461322348701612
1987,0.6755794585348069,62,3,1.152729470102482,-0.24556781539814163
1992,1.0496142611476598,62,3,1.2384549294785758,-0.2453995166303663
1997,1.7562039412802206,62,3,1.2891777622620824,-0.244367995287446
2002,2.725816043530241,62,3,1.4178046710459056,-0.24237111877076267
2007,3.395449780607795,62,3,1.5031429332251791,-0.24020454892734142
1952,-0.3174981350973327,63,2,0.4580976990062194,-0.2636498365155532
1957,-0.1857057361895541,63,2,0.6478243254483427,-0.26060171695386375
1962,-0.011131532670657049,63,2,0.7678554564627468,-0.2571482707142379
1967,0.11958059241533044,63,2,0.873173093997966,-0.2535423841036883
1972,0.5653833558473321,63,2,0.9413198006384017,-0.24975155824476925
1977,0.6181190327117433,63,2,1.052058198929111,-0.24598224440011768
1982,0.8272008831765068,63,2,1.1596990196452541,-0.2425664889432644
1987,1.0053367270977402,63,2,1.248754374914005,-0.23931823132505253
1992,1.0996121206543128,63,2,1.3517488292683015,-0.2324076074583063
1997,1.3883197054824603,63,2,1.4554402385768739,-0.22680263942028117
2002,1.4907074050610547,63,2,1.5659463185494895,-0.22210879894230498
2007,1.8578147488716872,63,2,1.6471802904424642,-0.2183665753477712
1952,-0.23176301515182113,64,3,0.5006893906564917,0.1702189970272815
1957,-0.09809374392696497,64,3,0.6455011422674186,0.18450380369809402
1962,0.1043430740973491,64,3,0.7562395405581266,0.2001567857835517
1967,0.2848502370865095,64,3,0.8971793202008471,0.21734284045828453
1972,0.5128535257843738,64,3,0.9846858866823157,0.23334694987605167
1977,0.7144567057156871,64,3,1.0845827634620464,0.24930599054031846
1982,0.945973725531265,64,3,1.200741922508244,0.25379487796427297
1987,1.2168890040319025,64,3,1.3122547151925938,0.25562351224935514
1992,1.5016718419980932,64,3,1.3912429433440079,0.25667078833947443
1997,1.771737593114536,64,3,1.4981093696665095,0.26268832910842405
2002,2.1059050395671055,64,3,1.608073373563577,0.2669052681119786
2007,2.166955094353455,64,3,1.631769842009002,0.26898517742310996
1952,-0.43805055401600723,65,1,-0.0731368550317251,-0.2654855566677966
1957,-0.24950894640805085,65,1,0.24281605757393274,-0.2644585299507219
